mjoaolopes escreveu uma avaliação a mar de 2019;Bem preservado;Castelo de acesso fácil, muito bem cuidado e preservado. Páteo limpo e cheio de verde. Pode-se subir à torre, com entrada gratuíta. Pessoal muito simpático. Merece uma visita!;1
hmfreitas escreveu uma avaliação a mar de 2019;Um pequeno castelo dentro da cidade;Bem preservado e perto do centro, com melhorias recentemente implementadas. Vale a pena subir para ver a vista e sentir a atmosfera do passado;1
Beatriz R escreveu uma avaliação a mar de 2019;Passeio;Um Sitio descontraído com uma vista muito boa da cidade de Beja. Acredito que seja um local bom para tirar umas boas fotografias com amigos e familiares, recomendo.;1
João M escreveu uma avaliação a mar de 2019;Lindo castelo;Este castelo encontra-se num bom estado de conservação. Da sua Torre de Menagem, bem conservada, tem-se uma vista sobre toda a cidade.;1
liaoliver13 escreveu uma avaliação a fev de 2019;Inesquecível!;Maravilhoso! O por do sol visto do Castelo é ainda mais esplendoroso! Pisar em locais históricos tão bem conservados causa muita emoção!;1
Bruno L escreveu uma avaliação a fev de 2019;Mal recuperado;Penso que o governo deveria de fazer melhor na recuperacao dos castelos como o de Beja, Nem tudo è Lisboa e Porto. Este castelo com uma história fantástica e do mais antigos bem como o que tem a torre da menagem mais altas do pais, devia de ter uma programa de recuperação mais…;1
Annavana2017 escreveu uma avaliação a jan de 2019;Bonito porém pequeno;Um pequeno castelo no centro da cidade, visitei apenas por fora, estiva de passagem pela região e entrei na cidade para ver o castelo e gostei.;1
Alepilot escreveu uma avaliação a dez de 2018;Viagem no Tempo;Passear por um castelo medieval é com viajar no tempo. O passeio é gratuito. Andar pelas muralhas, e, subir até o topo da muralha e desfrutar de uma vista de 360o é maravilhoso.;1
ManuelCR77 escreveu uma avaliação a dez de 2018;Lindo;Castelo muito bonito e em ótimo estado de conservação. Tem uma vista espetacular da cidade e tanto por fora como por dentro é realmente deslumbrante.;1
João C escreveu uma avaliação a nov de 2018;Portugal no seu melhor;Recomenda se vivamente a subir ao castelo e ver a vista deslumbrante sobre a cidade de Beja . As escadas íngremes o estreitas dificultam ou até mesmo impossibilitam pessoas de mobilidade reduzida. Pouco ou nada se pode fazer para melhorar este ponto...... VALE A PENA (MESMO )…;1
Rui C escreveu uma avaliação a nov de 2018;agradável mas sem elevador;subir ao cimo da torre de menagem ,proporciona uma vista única sobre a planície alentejana. a torre deste tipo mais alta de Europa e tanbém o ponto mais alto do alentejo, as escadas são muitas ,mas compensa o esforço;1
Pedro Benoni Sa... G escreveu uma avaliação a nov de 2018;Ótimo passeio;Um belo passeio. A Torre da Menagem , muito alta, oferece uma vista linda, compensando os quase duzentos degraus.;1
costa2008 escreveu uma avaliação a out de 2018;Agradável Surpresa;Foi uma agradavel surpresa visitar este Castelo após as obras que teve. Aproveitei para visitar melhor e de facto, é dos castelos mais bonitos, com melhores vistas sobre a planicie alentejana. Apesar de estar fechado á noite, aconselho a visitar o seu exterior pois o jogo de…;1
Broliveira escreveu uma avaliação a out de 2018;Castelo simples mas com vista espetacular!;O castelo é pequeno mas encontra-se em bom estado conservação e limpeza. Está no centro histórico de Beja e num dos pontos mais altos da cidade. No seu interior tem a casa que pertencia ao Governador da Cidade, agora convertido parcialmente em bar / café. O que merece a sua…;1
Jose R escreveu uma avaliação a out de 2018;Local interessante e bem preservado;Falta um pouco de informação mas a construção está bem preservada. Pela posição privilegiada, ali devia ser o local de vigia que identificaria qualquer movimento no sentido da cidade. A entrada é gratis e o passeio leva uns 40 minutos. Dica: Antes de ir se informe sobre os…;1
Luis F escreveu uma avaliação a out de 2018;Interessante;Vale pela esplêndida vista da Torre de Menagem que compensa o esforço da subida! Poderia estar mais bem conservado e atrativo para locais e turistas!;1
Paulo C escreveu uma avaliação a out de 2018;Vista boa mas mal aproveitado;Vista boa mas mal aproveitado. Não tem material iterativo ou explicativo dentro do museu...não faz sentido. Apenas duas placas simples e com pouca informação. Merecia outra gestão, sobretudo nos dias de hoje em que os turistas estão mais exigentes, mais cultos e procuram…;1
Yuri_Capi escreveu uma avaliação a set de 2018;A torre é a melhor atracção.;Bem conservado, bem servido por um estacionamento, há um café em seu interior e uma vasta área para explorar. A torre é a melhor parte.;1
Francisco Duarte escreveu uma avaliação a set de 2018;Torre espetacular;No castelo de Beja destaca-se a Torre com quase 40 metros, que proporciona uma vista fantástica sobre a cidade e a sua envolvência. A entrada é gratuita, é existe estacionamento por perto. Vale a pena visitar.;1
Ricardo Ribeiro escreveu uma avaliação a set de 2018;Vista panorâmica;A visita ao Castelo consiste essencialmente na subida à torre de menagem, a mais alta da Peninsula Ibérica com os seus 38,8 metros de altura. A entrada é gratuita.;1
Pedro P escreveu uma avaliação a ago de 2018;Relaxante;É uma visita com um sabor a viagem no tempo. Os miúdos adoraram , fácil acesso. Há estacionamento à volta. Tem uma vista fantástica e é possível ter refeições parto. Aconselho a visitar;1
Paulo escreveu uma avaliação a ago de 2018;Ferias em Beja;Local a visitar e para quem nao tiver vertigens e estiver bem preparado para subir os 186 degraus da torre do menagem a vista compensa;1
naterciahenriques escreveu uma avaliação a ago de 2018;Castelo lindíssimo!;Castelo muito bem conservado e que permite umas vistas soberbas. Subir à torre e olhar sob Beja e Espanha é fantástico. A senhora que nos atendeu foi muito simpática e prestável e o preço são uns simbólicos 2 euros.;1
vpikas escreveu uma avaliação a ago de 2018;Vista maravilhosa;A torre de Menagem é linda e tem uma vista deslumbrante. Lugar fantástico para visitar em qualquer tipo de situação, seja em família ou com amigos.;1
Joana Q escreveu uma avaliação a ago de 2018;Excelente vista;O Castelo de Beja está muito bem cuidado, sendo possível subir à torra e desfrutar das vistas fantásticas sobre a cidade de Beja. Visita obrigatória.;1
Joel Pedro A escreveu uma avaliação a ago de 2018;Muito bonito e vem conservado;Adoramos a visita. Castelo muito bem conservado e muito bonito. Digno de se ver. As pessoas que lá trabalham são muito acolhedoras e simpáticas.;1
corsairXXI escreveu uma avaliação a jul de 2018;fantastico!;Bem recuperado,em bom estado de conservação,imponencia e com uma vista fantastica sobre a planicie alentejana.Entrada Gratis.;1
henrique_oaks escreveu uma avaliação a jul de 2018;Simplismente lindo <3;Amei toda a cidade, povo receptivo clima agradavel e monumentos incriveis incluindo este. Muita historia e cultura a se desfrutar.;1
Hornblenda2 escreveu uma avaliação a jul de 2018;Interessante;Se você está em Beja vale conhecer, mas nada de especial. Apenas subir para ver a vista da cidade, isso se não tiver problemas com escadas;1
fernandach2018 escreveu uma avaliação a jul de 2018;Intervenção e recuperação do edificado do castelo com mais valia para os visitantes;Espaço envolvente cuidado. Facilidade no acesso e boa circulação no espaço de muralha. Excelente local de visita.;1
peleja2018 escreveu uma avaliação a jul de 2018;Castelo altaneio;Com uma vista deslumbrante o castelo de Beja presenteia-nos com uma vista sobre a vasta planície alentejana, magnífica.;1
sandrapalma75 escreveu uma avaliação a jun de 2018;Lindo Castelo de Beja!;O Alentejo é lindo, quente e lindo! Torre de Menagem, sem dúvida linda! Vale a pena visitar o Alentejo 1;1
ppatriciapimenta escreveu uma avaliação a jun de 2018;Um excelente local para visitar!;A torre do Castelo tem vistas fantásticas sobre a cidade de Beja. É gratuito e tem parque de estacionamento perto do local.;1
Q3401KPpedros escreveu uma avaliação a jun de 2018;A perder de vista;Impressionante torre de menagem. Conforme descrito, permite ver a kms de distância em todas as direções. Bem arranjado, grátis e de fácil acesso. Perceber os porquês e conhecer z história que que é e faz o nosso país. Triste é ver a falta de respeito que certas pessoas têm pelo…;1
Ana Brás escreveu uma avaliação a mai de 2018;A mais alta...;A mais alta torre de menagem do país... Muitas escadas para subir para encontrar uma vista de cortar a respiração... Castelo bem conservado, sendo possível caminhar nalgumas muralhas.;1
Joaquim M escreveu uma avaliação a mai de 2018;Castelo Beja;Vale a pena visitar o Castelo de Beja. De fácil acesso e gratuito, permite subir às muralhas, até ao topo e contemplar a vista da vasta planície.;1
EduDantasSanches escreveu uma avaliação a abr de 2018;Viagem Portugal;Vale a visita sim, afinal, pontos históricos e em lugares diferentes aos grandes centros e de grande trânsito de turistas, sempre vale a pena. Para quem está passeando de Évora para Região de Lagos, parar para esticar as pernas e conhecer, afinal está no caminho. Recomendo sim.;1
B4848BUcarlosl escreveu uma avaliação a abr de 2018;É um castelo pequeno, mas tem a sua história.;Apesar de ser pequeno, vale a pena visitar. Tem uma torre que se pode subir e ver a paisagem. Está situado no centro e tem um parque para estacionar as viaturas.;1
Ricardo Magalhães escreveu uma avaliação a abr de 2018;Parabéns pela conservação;Este espaço está muito bem conservado, à vista é fantástica e permite ver toda a cidade do topo da torre. Uma situação muito interessante é ser de visita gratuita, o que é cada vez mais raro.;1
Ulisses Moschen escreveu uma avaliação a abr de 2018;Super conservado;Eu fico muito contente quando vejo castelos bem conservados pelo mundo. Este estava muito mesmo conservado. Pode-se entrar sem pagar nada.;1
Luis Martins escreveu uma avaliação a abr de 2018;Uma Torre para subir;Os restos do castelo de Beja, com uma torre reconstruída. A subida ao cimo da torre vale o esforço, são 183 degraus em espiral, mas a vista lá de cima é espetacular.;1
De_olho_em_ti escreveu uma avaliação a mar de 2018;O miradouro de beja;Um belo monumento a visitar. É possivel ver toda cidade de cima das torres. Lugar cuidado e limpo. Entrada gratis. Vale bem a visita.;1
manuelmlg19 escreveu uma avaliação a mar de 2018;Fantástico;Gostámos muito do castelo, mas gostaríamos de destacar principalmente a amabilidade do senhor funcionário que nos recebeu no posto de turismo. Um bem-haja e obrigado pela simpatia!;1
Rossana Madruga Telles escreveu uma avaliação a mar de 2018;A bucólica Beja e seu castelo;Beja é uma pequena cidade do Alentejo muito graciosa pela sua simplicidade, pelas casinhas brancas, pelo vagar do seu cotidiano. O Castelo de Beja é bem interessante, a muralha e a torre foram revitalizadas. Do alto da Torre podemos ver a cidade toda.;1
Baja78 escreveu uma avaliação a fev de 2018;Bonito Castelo;Bonito Castelo, muito bem cuidado por fora, não foi possível ver por dentro. Vale a pena passar por lá pois é único a visita a um castelo.;1
HMFM12 escreveu uma avaliação a fev de 2018;Extraordinário;Chegámos já quase na hora de fecho da torre do castelo, na verdade está já deveria estar fechada mas como a senhora do posto de turismo estava com visitantes não o fez mais cedo. Após uma breve troca de informações a senhora disse para irmos à torre dado que ela ainda tinha de…;1
Joao B escreveu uma avaliação a fev de 2018;Vale a pena;Castelo muito bonito, torre de menagem das maiores da península ibérica, bem conservado. Vista lindíssima sobre uma cidade parada no tempo;1
Claudia S escreveu uma avaliação a fev de 2018;Castelo bonito, vale a pena;o Castelo é muito bonito, tem paisagens lindas, muitas escadas para chegar ao cima da torre. o único sítio de Beja que vale a pena ver.;1
Gabilas escreveu uma avaliação a jan de 2018;cidade parada no tempo;terça-feira, cidade velha e sem vida, parada no tempo, o castelo estava fechado,a zona da mouraria achei pouco interessante, demasiado simples, palacetes degradados incluindo o da GNR,enorme e uma parte das parede a cair, o parque da cidade, pouco cuidado e com algum lixo, se…;1
Joel candeias C escreveu uma avaliação a jan de 2018;Passeio;Gostei sítio muinto tranquilo para passar calmo sossegado com vistas muinto bonitas quando poder voltarei;1
JanaiPaiva escreveu uma avaliação a dez de 2017;Nada especial;Só gostei da vista para Os arredores de Beja. Apesar de haver um café no interior, nao é nada de especial.;1
Paulo A escreveu uma avaliação a dez de 2017;Regresso ao passado;Simplista e sui generis. Mas tem muralhas é uma torre com muitos degraus... Visita em 30m mas com exercícios de pernas a preceito!;1
Mônica Q escreveu uma avaliação a dez de 2017;Cheio de charme e rico em história!;Beja, cidade medieval. Após 500 anos do domínio mouro, Al Andaluz Islâmico, foi retomada e reconstruída pelo rei de Portugal. Torre de 40 metros de altura, com nova estratégia para ataque e defesa com três níveis de torre e e em pontos diversos, com criação de muralhas com…;1
margarida672 escreveu uma avaliação a dez de 2017;A visitar em Beja;Um bonito Castelo no meio da cidade de Beja. Com vista à paisagem alentejana. Nota-se na torre principal uma reconstrução recente com pedra atual, que tendo em conta o lado positivo não deixou que o castelo ficasse em ruínas mas por outro lado está presente a atualidade o que…;1
Paulo A escreveu uma avaliação a dez de 2017;Mais um castelo altaneiro;Mais um pouco da nossa história... Subir a torre do castelo só é aconselhável a quem não sofra de vertigens e que tenha ingerido uma bela refeição.;1
João S escreveu uma avaliação a nov de 2017;tipico do alentejo;um castelo que, como quase todos no alentejo, vale pela vista. A vista e magnifica com planicies a perder de vista;1
Ernesto N escreveu uma avaliação a nov de 2017;Ótimo passeio!;Um passeio pela história de Portugal, o Castelo de Beja é uma visita obrigatória em Beja! A vista é simplesmente incrível! Vale a pena percorrer cada corredor e cada escadaria do castelo! Mas vá com um tênis confortável, a caminhada é longa!;1
António M escreveu uma avaliação a nov de 2017;Torre altaneira;A mais alta e bela torre de menagem de Portugal. Avistada a quilómetros quando nos aproximamos de Beja, vale a pena subir ao seu terraço e ver todo o Alentejo!;1
Emanuel M escreveu uma avaliação a out de 2017;Lindo castelo;Um castelo impunente onde a sua torre menagem é referencia nacional. Uma visita a este local é certa de conter muitas historias para recordar no dia de amanhã.;1
Hugo O escreveu uma avaliação a out de 2017;Top;Melhor local do Alentejo para visitar. Com a maior e melhor torre de menagem de Europa. Optimo para um passeio familiar ou em casal.;1
edu_shimy escreveu uma avaliação a out de 2017;Lindo castelo;O pessoal não fala muito de Beja, Mas gostei muito da cidade, em especial do castelo. Tem uma imponência tremenda e uma vista muito ampla em dias límpidos, de sua torre central. Vale muito a visita.;1
Alexandre De Sousa escreveu uma avaliação a out de 2017;Pequeno mas divertido;É um bom sitio para uma pequena e rápida visita. O castelo está bem arranjado e da para chegar ao cimo da Torre.;1
Eduardo P escreveu uma avaliação a out de 2017;Castelo e Torre de Menagem muito interessantes;O castelo e a torre de menagem merecem sem dúvida uma visita. Da torre de menagem, bem imponente, pode-se apreciar uma vista bem agradável sobre toda a cidade de Beja. É possível chegar até ao topo da Torre. É uma visita gratuita.;1
Carlos G escreveu uma avaliação a out de 2017;Bonito castelo com vista imponente;Bonito castelo com vista imponente e gratuito, o único ponto contra será o acesso impeditivo a pessoas com deficiência, mas será difícil resolver.;1
SofLX escreveu uma avaliação a set de 2017;Linda vista lá de cima e grátis!;Entrada livre. Possibilidade de subir na torre e ter uma linda vista. No centro de Beja. Estacionamento a volta do castelo grátis.;1
MCortinhas escreveu uma avaliação a set de 2017;Torre de menagem imponente;As vistas do castelo para as planícies alentejanas são um encanto. É cansativo, mas vale a pena subir ao topo da torre de menagem. Recomendo;1
JoseLuis180 escreveu uma avaliação a set de 2017;Belo monumento.;Sabendo-se da sua existência...porque sinalização não existe...vale muito a pena visitar..muito bem conservado é rico em património histórico...uma torre de menagem a valer o esforço de subir a 38 metros por escada..vista vislumbraste..;1
AFCP76 escreveu uma avaliação a set de 2017;Uau!;Vista deslumbrante, espaço bem conservado, com algumas explicações interessantes. A subida à torre não foi fácil para as crianças mas adoraram a aventura.;1
BrazilLuciana escreveu uma avaliação a set de 2017;Castelo mais lindo do Alentejo;Fui um diversos castelos e este é o mais bonito do Alentejo. Prepare-se lara subir os 180 degraus da torre, pois a vista é imperdível!;1
anasilvestresantos escreveu uma avaliação a set de 2017;Uma ida ao Castelo;Não muito grande mas depois de admirar mais este monumento pode ver uma vista ampla e abrangente de Beja cidade.;1
Filipe♥️Travel✈️ escreveu uma avaliação a set de 2017;Bela Vista;Castelo muito bonito, com uma vista magnífica sobre a cidade e a planície alentejana. Ideal também para quem gosta da História de Portugal.;1
Maria C escreveu uma avaliação a set de 2017;Torre de menagem do castelo;A torre foi restaurada e é possível visita-la até ao ultimo nível, a vista é maravilhosa sobre a cidade de Beja e os terrenos que a circundam.;1
Silvia S escreveu uma avaliação a set de 2017;Belíssimo castelo, belíssima vista;Belíssimo castelo, muito bem preservado. Vale a pena a subida à torre, custa um bocadinho mas a vista sobre a cidade é magnifica.;1
Jose B escreveu uma avaliação a ago de 2017;Consegui chegar ao topo do Castelo que tem uma vista magnifica dobra a cidade;Recomendo a todos aqueles que se interessam por historia além disso esta muito bem conservado e a chegada ao topo temos uma vista deslumbrante sobre a cidade de Beja.;1
Filipe Torres Nunes escreveu uma avaliação a ago de 2017;Visita histórica;Bonito o local com óptima vista. Recomendo a tem gosta de história ou de uma bela vista... Dá para ver Beja em toda a sua área....;1
João A escreveu uma avaliação a ago de 2017;Fim de semana;Visita agradável com excelente vista panorâmica da cidade de Beja e dos campos agrícolas adjacentes, espaços cuidados e limpos. Torre de menagem muito bem cuidada.;1
Ana L escreveu uma avaliação a ago de 2017;Passagem por Beja;A visita a este castelo é imprecindivel. Tudo muito bem cuidado. Se tiver coragem suba à Torre. São 200 degraus, mas vale a pena pela vista.;1
SaraOliveira1 escreveu uma avaliação a ago de 2017;Uma majestosa vista sob a planície.;É a maior torre da península Ibérica, com uma vista majestosa sob a planície. Tem uma manutenção excelente e um bom posto turístico no local.;1
Mario S escreveu uma avaliação a ago de 2017;Renovado castelo;O castelo de Beja é ponto de paragem obrigatório para quem visita esta cidade do interior alentejano. Com umas vistas 360 graus no topo da torre sobre toda a cidade, a verdade é que este espaço leva-nos de novo para os idos tempos dos reis e das raínhas. As suas infindáveis…;1
Luís T escreveu uma avaliação a ago de 2017;A torre cimeira sobre a cidade;O castelo de Beja foi alvo de obras de conservação, o que o deixou muito apelativo e bem enquadrado na malha urbana da cidade. A sua torre destaca-se no centro histórico da cidade. A visita ao castelo e à sua torre é obrigatória para se ter uma panorâmica geral da cidade.;1
Ercilia G escreveu uma avaliação a ago de 2017;Familiar;Um dos castelos mais encantadores . Muito bem conservado custa um pouco subir as escadas mas quando se atinge o topo é uma sensação maravilhosa ver a vista panorâmica da nossa cidade e a planície alentejana. Quem visitar uma vez vai ficar encantado e volta de certeza com mais…;1
ALFREDO RM escreveu uma avaliação a ago de 2017;atracção principal ou (prato principal);É dos poucos castelos de portugal que já visitei e não paguei para entrar e mesmo assim esta impecável e bem conservado. parabéns a quem toma conta do castelo;1
Eduardo A escreveu uma avaliação a ago de 2017;Até perder de vista;Um espaço estimado e bem preservado tanto no exterior como no interior. Após alguns degraus, a vista do topo da torre é até perder de vista. Aos sábados de manhã podem contar com uma pequena feira ás suas portas.;1
Nuno1977 escreveu uma avaliação a ago de 2017;Muito agradável;Castelo muito bonito e limpo. A torre e lindíssima, não se paga para visitar. Tem loja no interior para levar uma lembrança.;1
Lucas Machado escreveu uma avaliação a ago de 2017;Visita ao domingo;Belo local para tirar fotos. Entrada gratuita. Não é exatamente um castelo, apenas as muralhas e uma torre. Não deixe de subir até o cume da torre para admirar a paisagem.;1
Gustavo Monteiro escreveu uma avaliação a ago de 2017;Mais alta torre menagem da Iberia;Excelente vista. Muitos degraus. Possibilidade de melhorar o espaço. Boas informações no posto turismo;1
Orlando R escreveu uma avaliação a ago de 2017;Ex-libris da cidade.;Reza a lenda que que sobe à sua torre altaneira para apreciar a magnifica planicie alentejana, se enamora na cidade e dela mais não se esquecerá.;1
2006Graca escreveu uma avaliação a ago de 2017;Beja encatadora;O castelo de Beja está muito bem recuperado e permite que entremos numa outra época da cidade contando a história do nosso país.;1
NJeronimo escreveu uma avaliação a ago de 2017;Alentejo;Fantástico espaço e excelentemente conservado. Subida torre de menagem é imperativo de visitar. Subir as escadas vale a pena.;1
Beatriz P escreveu uma avaliação a ago de 2017;Beja;Castelo histórico e no geral bem conservado. Nas escadarias o piso está muito gasto e torna-se especialmente perigoso para as crianças.;1
Jcarlos C escreveu uma avaliação a ago de 2017;Ademiravel;Não tem nada de especial, com a exceção de Subir a torre de menagem, Vistas maravilhosas sobre a planície alentejana! Vale a pena subir aqueles 45 metros!;1
Aldema escreveu uma avaliação a ago de 2017;Visita aconselhada;Vir a Beja e não ver o Castelo...é lamentável. É um Castelo simples, que pode ser visto em 1 ou 2 horas.Bastante fotogênico.;1
Cacau E J escreveu uma avaliação a ago de 2017;Medieval e bem conservado;Na interessante cidade de Beja , no baixo Alentejo , esse castelo-fortaleza , apresenta-se muito bem cuidado . Situado no centro da cidade , chama a atenção pela imponente torre de menagem .Vale bem a visita.;1
João P escreveu uma avaliação a jul de 2017;Torre de Menagem muito interessante.;O Castelo de Beja vale a pena visitar pela sua torre de menagem, a mais alta de Portugal Do topo da torre tem-se uma vista espectacular, conseguindo-se ver todo o Baixo Alentejo.;1
Marcelo Garcia escreveu uma avaliação a jun de 2017;Simples porém muito legal;Situado no centro da cidade é possível visitá-lo por completo. Entrada é franca e sem guias. Vale a pena subir a sua torre e ter uma vista muito boa de toda a cidade e região.;1
Diogo B escreveu uma avaliação a jun de 2017;Gostei;Adorei o castelo de Beja e espero que o castelo mantenha se vivo eu recomendo pessoas a ir ao castelo tem uma vista fantastia;1
ISABEL2014735 escreveu uma avaliação a jun de 2017;Vale a pena visitar;Prepare-se para subir... Mas a subida compensa ! Excelente vista sobre a cidade. Um dos ex libris da cidade.;1
Sergio C escreveu uma avaliação a jun de 2017;Local interessante;O Castelo e o sítio histórico vale a pena conhecer, porém a área histórica de Beja, deixa muito a desejar para quem não estiver com um guia, pois não existe nenhuma informação que indique os locais mais interessantes, tornando o passeio muito cansativo, pois ficamos dando volta…;1
RuiMiguelVieira escreveu uma avaliação a mai de 2017;História Medieval;Castelo muito bem arranjado, com espaço de passeio e com a oportunidade de ter uma das melhores vistas sobre a cidade de Beja.;1
Anabela M escreveu uma avaliação a mai de 2017;Mais um castelo;Com uma vista espectacular sobre Beja , as muralhas estão bem conservadas mas no exterior o cheiro a casa de banho publica prolifera .;1
Susana R escreveu uma avaliação a mai de 2017;Bonito;É interessante têm uma vista espectacular sobre a cidade de beja.recomendo é um destino a não perder.;1
Clara R escreveu uma avaliação a mai de 2017;Excelente conservação;Visitei Beja com uns amigos e ficámos encantados com a conservação do castelo e com a vista da torre de menagem. Gratuito.;1
Ana Maria D escreveu uma avaliação a mai de 2017;Pouco atractivo;Por fora parece atrativo mas infelizmente não conseguimos visitar por dentro pois estava fechado e não tinha nenhuma informação sobre o funcionamento.;1
Daniel L escreveu uma avaliação a mai de 2017;Torre de menagem imponente;A torre de menagem é única, com os seus cerca de 80 metros e algo que não tinha visto até hoje, os matacães, seteiras verticais no topo da torre que nos dão um calafrio de altura e do conceito de defesa. Muito bonito e bem recuperado.;1
António Correia escreveu uma avaliação a abr de 2017;Vista soberba sobre a cidade;Castelo muito bem conservado, com a torre de menagem mais alta da Península Ibérica. Para além da existência de um Posto de Turismo no interior, em excelentes instalações, o castelo está muito bem conservado e da torre de menagem tem-se uma vista de 360º sobre a cidade e região.…;1
